model,model_label,fpr,tpr,threshold,auc
random_forest,随机森林,0.49612403100775193,0.5543071161048689,0.49298798163560353,0.532764277211625
random_forest,随机森林,0.49612403100775193,0.5580524344569289,0.49288354346091334,0.532764277211625
random_forest,随机森林,0.5,0.5580524344569289,0.49271835928851104,0.532764277211625
random_forest,随机森林,0.5,0.5730337078651685,0.4918833311395051,0.532764277211625
random_forest,随机森林,0.5116279069767442,0.5730337078651685,0.49177083708220826,0.532764277211625
random_forest,随机森林,0.5116279069767442,0.5805243445692884,0.4912954791827091,0.532764277211625
random_forest,随机森林,0.5155038759689923,0.5805243445692884,0.4912884155160501,0.532764277211625
random_forest,随机森林,0.5155038759689923,0.5842696629213483,0.4906686095024011,0.532764277211625
random_forest,随机森林,0.5348837209302325,0.5842696629213483,0.488995263757104,0.532764277211625
random_forest,随机森林,0.5348837209302325,0.5917602996254682,0.48803273820759324,0.532764277211625
random_forest,随机森林,0.5387596899224806,0.5917602996254682,0.4879627918000621,0.532764277211625
random_forest,随机森林,0.5387596899224806,0.5955056179775281,0.4878739932361165,0.532764277211625
random_forest,随机森林,0.5426356589147286,0.5955056179775281,0.4873805771795838,0.532764277211625
random_forest,随机森林,0.5426356589147286,0.6142322097378277,0.48634524213740676,0.532764277211625
random_forest,随机森林,0.5503875968992248,0.6142322097378277,0.4857562890861192,0.532764277211625
random_forest,随机森林,0.5503875968992248,0.6179775280898876,0.48557543528118763,0.532764277211625
random_forest,随机森林,0.5542635658914729,0.6179775280898876,0.48532776085571505,0.532764277211625
random_forest,随机森林,0.5542635658914729,0.6254681647940075,0.48419679091384565,0.532764277211625
random_forest,随机森林,0.5581395348837209,0.6254681647940075,0.48407282265467655,0.532764277211625
random_forest,随机森林,0.5581395348837209,0.6329588014981273,0.48321688136857643,0.532764277211625
random_forest,随机森林,0.562015503875969,0.6329588014981273,0.48276655122415557,0.532764277211625
random_forest,随机森林,0.562015503875969,0.6404494382022472,0.4807383392971245,0.532764277211625
